Invoice No.,Stock Code,Quantity,Invoice Date,Invoice Time,Unit Price,Stream
5053,BV-TEA-027,3,1/1/2024,13:41,20,SOL
5054,SN-BPB-022,4,1/1/2024,13:06,80,STME
5055,MG-CHM-034,2,1/1/2024,16:38,55,SOL
5056,SN-PBJ-021,3,1/1/2024,16:02,75,SOL
5057,BR-BTN-006,5,1/1/2024,9:09,60,STME
5058,BV-CFE-028,5,1/1/2024,10:35,25,SOC
5059,BR-AKC-002,1,1/1/2024,14:30,100,SOL
5060,MG-MOM-036,1,1/1/2024,15:22,55,SOL
5061,BR-BTN-006,2,1/1/2024,12:38,60,SOL
5062,BV-SSK-018,3,1/1/2024,11:26,65,SOC
5063,BR-AKC-002,1,1/1/2024,10:18,100,STME
5064,SN-SCT-026,4,1/1/2024,16:05,60,SOC
5065,SN-PBJ-021,2,1/1/2024,11:37,75,SOC
5066,MG-PLM-033,1,1/1/2024,10:20,35,SOL
5067,SN-ATK-025,1,1/1/2024,14:23,60,SOC
5068,BV-MSK-019,5,1/1/2024,13:46,60,STME
5069,WR-EGW-032,5,1/1/2024,10:34,100,SOC
5070,FV-FLJ-012,2,1/1/2024,10:44,65,STME
5071,SN-ATK-025,3,1/1/2024,12:03,60,SOC
5072,SN-CBT-024,2,1/1/2024,12:44,100,SOC
5073,BV-CFE-028,2,1/1/2024,11:22,25,STME
5074,FV-FMJ-009,3,1/1/2024,10:56,100,STME
5075,BR-MKC-003,3,1/1/2024,12:32,120,STME
5076,BV-HCH-016,5,1/1/2024,11:36,50,SOL
5077,SN-PBJ-021,1,1/1/2024,15:55,75,SOL
5078,FV-FMJ-009,3,1/1/2024,14:02,100,STME
5079,FV-FLJ-012,4,1/1/2024,15:48,65,SOC
5080,SN-VPV-037,5,1/1/2024,9:41,40,SOC
5081,SN-HCL-038,4,1/1/2024,14:51,85,STME
5082,BV-CSK-015,2,1/1/2024,16:18,85,SOL
5083,SN-ATK-025,4,1/1/2024,16:27,60,SOL
5084,SN-VPV-037,4,1/1/2024,12:09,40,STME
5085,SN-VPV-037,2,1/1/2024,14:42,40,STME
5086,SN-TDM-008,3,1/1/2024,11:29,100,SOL
5087,FV-MMJ-013,4,1/1/2024,15:23,75,SOL
5088,SN-MDS-039,5,1/1/2024,16:03,50,STME
5089,BR-PLN-004,1,1/1/2024,13:31,40,STME
5090,BR-PKC-001,3,1/1/2024,10:21,100,STME
5091,FV-MMJ-013,2,1/1/2024,9:15,75,SOC
5092,MG-PLM-033,2,1/1/2024,10:55,35,SOL
5093,BV-HCH-016,3,1/1/2024,12:51,50,STME
5094,BR-MKC-003,1,1/1/2024,14:53,120,SOL
5095,BV-CSK-015,4,1/1/2024,12:03,85,STME
5096,SN-SCT-026,1,1/1/2024,15:55,60,STME
5097,BV-MSK-019,5,1/1/2024,15:37,60,SOC
5098,SN-PBJ-021,4,1/1/2024,14:09,75,STME
5099,BV-CSK-015,3,1/1/2024,11:30,85,SOL
5100,FV-PPJ-010,4,1/1/2024,9:40,65,STME
5101,BR-PKC-001,1,1/1/2024,10:44,100,SOL
5102,SN-MDS-039,1,1/1/2024,9:31,50,SOL
5103,FV-MMJ-013,5,1/1/2024,15:20,75,SOC
5104,SN-ATK-025,1,1/1/2024,16:38,60,STME
5105,SN-BPB-022,1,1/1/2024,10:51,80,SOC
5106,SN-HCL-038,5,1/1/2024,9:10,85,SOC
5107,BV-CSK-015,4,1/1/2024,16:04,85,SOC
5108,BV-SSK-018,4,1/1/2024,12:39,65,SOL
5109,BV-CSK-015,1,1/1/2024,12:40,85,STME
5110,MG-PLM-033,4,1/1/2024,14:29,35,SOL
5111,BR-AKC-002,1,1/1/2024,12:05,100,SOL
5112,BR-MKC-003,2,1/1/2024,10:12,120,STME
5113,SN-HCL-038,3,1/1/2024,9:31,85,STME
5114,SN-HCL-038,4,1/1/2024,15:43,85,SOC
5115,BV-MSK-019,2,1/1/2024,16:20,60,SOC
5116,SN-CPB-023,1,1/1/2024,15:46,95,SOC
5117,BR-PLN-004,1,1/1/2024,13:04,40,SOC
5118,SN-SCT-026,5,1/1/2024,16:54,60,SOL
5119,MG-MOM-036,5,1/1/2024,12:07,55,SOC
5120,BR-PLN-004,1,1/1/2024,12:10,40,SOC
5121,BR-PLN-004,3,1/1/2024,10:13,40,STME
5122,FV-MMJ-013,1,1/1/2024,10:06,75,SOC
5123,BR-MKC-003,2,1/1/2024,13:07,120,SOL
5124,BR-PKC-001,3,1/1/2024,12:01,100,SOL
5125,BR-MKC-003,5,1/1/2024,14:16,120,STME
5126,BV-TEA-027,4,1/1/2024,12:02,20,SOL
5127,MG-MOM-036,2,1/1/2024,11:37,55,SOC
5128,SN-VPV-037,3,1/1/2024,13:47,40,STME
5129,SN-CPB-023,5,1/1/2024,13:10,95,SOC
5130,SN-CBT-024,5,1/1/2024,15:44,100,STME
5131,BR-LPN-005,2,1/1/2024,15:05,60,SOC
5132,MG-POM-035,2,1/1/2024,11:50,45,SOC
5133,SN-SCT-026,3,1/1/2024,11:33,60,SOC
5134,BV-BLC-029,5,1/1/2024,10:15,30,STME
5135,BV-BSK-017,5,1/1/2024,14:58,50,SOL
5136,BR-PLN-004,3,1/1/2024,12:16,40,SOL
5137,BR-GRN-007,3,1/1/2024,11:15,60,SOC
5138,SN-TDM-008,4,1/1/2024,14:58,100,STME
5139,SN-CPB-023,2,1/1/2024,13:30,95,STME
5140,BV-CSK-015,1,1/1/2024,10:55,85,STME
5141,BV-CFE-028,5,1/1/2024,12:07,25,SOC
5142,SN-PBJ-021,2,1/1/2024,12:08,75,SOC
5143,SN-MDS-039,4,1/1/2024,12:42,50,SOL
5144,BV-TEA-027,3,1/1/2024,14:53,20,STME
5145,BR-GRN-007,3,1/1/2024,16:46,60,SOL
5146,SN-TDM-008,5,1/1/2024,14:01,100,STME
5147,SN-TDM-008,4,1/1/2024,14:47,100,SOL
5148,MG-PLM-033,5,1/1/2024,11:21,35,STME
5149,BR-MKC-003,4,1/1/2024,14:04,120,SOC
5150,SN-TDM-008,1,1/1/2024,16:24,100,STME
5151,MG-MOM-036,4,1/1/2024,11:13,55,SOC
5152,WR-EGW-032,3,1/1/2024,14:42,100,SOL
5153,FV-FLJ-012,5,1/1/2024,9:04,65,SOC
5154,FV-MMJ-013,4,1/1/2024,9:14,75,SOL
5155,BV-HCH-016,1,1/1/2024,12:59,50,SOL
5156,BR-PLN-004,3,1/1/2024,16:23,40,SOC
5157,SN-BPB-022,5,1/1/2024,14:36,80,STME
5158,SN-VPV-037,1,1/1/2024,10:35,40,STME
5159,WR-CPW-031,4,1/1/2024,13:54,75,SOC
5160,SN-CBT-024,2,1/1/2024,16:55,100,SOC
5161,BV-MSK-019,1,1/1/2024,14:54,60,SOC
5162,SN-BPB-022,2,1/1/2024,10:37,80,STME
5163,WR-EGW-032,3,1/1/2024,15:30,100,SOL
5164,SN-VPV-037,3,1/1/2024,11:52,40,STME
5165,BV-BLC-029,3,1/1/2024,16:09,30,STME
5166,SN-MDS-039,1,1/1/2024,15:01,50,STME
5167,BV-HCH-016,4,1/1/2024,9:45,50,SOL
5168,BR-AKC-002,2,1/1/2024,14:28,100,SOC
5169,SN-BPB-022,4,1/1/2024,10:01,80,SOL
5170,SN-HCL-038,3,1/1/2024,12:23,85,SOC
5171,BV-BSK-017,3,1/1/2024,11:08,50,SOL
5172,BV-SSK-018,4,1/1/2024,9:40,65,STME
5173,MG-CHM-034,2,1/1/2024,11:17,55,STME
5174,BV-SSK-018,1,1/1/2024,9:54,65,SOL
5175,SN-TDM-008,4,1/1/2024,10:47,100,STME
5176,BV-HCH-016,1,1/1/2024,9:30,50,STME
5177,SN-ATK-025,2,1/1/2024,13:06,60,STME
5178,BV-MSK-019,1,1/1/2024,14:17,60,STME
5179,MG-CHM-034,2,1/1/2024,10:16,55,SOC
5180,SN-CPB-023,3,1/1/2024,12:07,95,SOL
5181,SN-VPV-037,1,1/1/2024,11:39,40,SOL
5182,BV-CFE-028,1,1/1/2024,10:18,25,SOL
5183,WR-VWP-030,4,1/1/2024,9:43,50,SOL
5184,SN-VPV-037,5,1/1/2024,11:04,40,SOL
5185,BV-TEA-027,2,1/1/2024,14:17,20,STME
5186,MG-POM-035,2,1/1/2024,12:43,45,STME
5187,SN-SCT-026,1,1/1/2024,10:51,60,SOL
5188,WR-VWP-030,3,1/1/2024,12:40,50,STME
5189,BV-CFE-028,5,1/1/2024,15:00,25,STME
5190,BV-CCF-014,2,1/1/2024,11:19,85,SOL
5191,SN-SCT-026,1,1/1/2024,11:37,60,SOL
5192,WR-VWP-030,2,1/1/2024,12:27,50,SOC
5193,SN-CPB-023,3,1/1/2024,15:23,95,SOC
5194,WR-CPW-031,4,1/1/2024,14:19,75,SOL
5195,WR-CPW-031,3,1/1/2024,14:43,75,STME
5196,FV-WMJ-011,1,1/1/2024,16:42,65,SOC
5197,SN-MDS-039,4,1/1/2024,12:40,50,SOC
5198,SN-CPB-023,5,1/1/2024,14:18,95,SOL
5199,SN-PBJ-021,5,1/1/2024,15:06,75,STME
5200,SN-BPB-022,3,1/1/2024,13:01,80,STME
5201,MG-CHM-034,3,1/1/2024,11:11,55,STME
5202,MG-CHM-034,3,1/1/2024,10:41,55,SOC
5203,SN-SCT-026,2,1/1/2024,16:54,60,STME
5204,SN-BPB-022,1,1/1/2024,14:56,80,SOL
5205,MG-POM-035,2,1/1/2024,15:01,45,SOL
5206,BV-HCH-016,1,1/1/2024,10:31,50,SOC
5207,SN-CPB-023,1,1/1/2024,9:06,95,SOL
5208,BV-MLK-020,3,1/1/2024,11:06,65,STME
5209,MG-PLM-033,4,1/1/2024,13:41,35,SOC
5210,SN-BPB-022,2,1/1/2024,12:14,80,STME
5211,SN-ATK-025,4,1/1/2024,13:24,60,SOL
5212,MG-POM-035,3,1/1/2024,16:14,45,SOL
5213,FV-PPJ-010,1,1/1/2024,16:58,65,SOL
5214,MG-CHM-034,2,1/1/2024,13:06,55,STME
5215,WR-VWP-030,4,1/1/2024,15:21,50,STME
5216,SN-BPB-022,5,1/1/2024,13:09,80,SOL
5217,SN-PBJ-021,1,1/1/2024,11:53,75,STME
5218,BV-SSK-018,2,1/1/2024,12:02,65,SOC
5219,SN-PBJ-021,3,1/1/2024,14:06,75,SOL
5220,FV-FMJ-009,1,1/1/2024,16:27,100,STME
5221,BV-HCH-016,1,1/1/2024,13:21,50,SOL
5222,BV-BLC-029,3,1/1/2024,12:11,30,SOL
5223,MG-CHM-034,4,1/1/2024,16:11,55,SOC
5224,BR-PLN-004,3,1/1/2024,14:20,40,STME
5225,SN-BPB-022,1,1/1/2024,13:26,80,SOL
5226,SN-CPB-023,1,1/1/2024,14:18,95,STME
5227,FV-WMJ-011,5,1/1/2024,12:47,65,SOL
5228,WR-EGW-032,2,1/1/2024,15:09,100,STME
5229,SN-CPB-023,4,1/1/2024,14:31,95,SOL
5230,FV-FLJ-012,4,1/1/2024,15:33,65,SOL
5231,WR-VWP-030,1,1/1/2024,10:38,50,SOC
5232,BR-LPN-005,5,1/1/2024,11:43,60,SOL
5233,FV-PPJ-010,3,1/1/2024,12:38,65,SOL
5234,BV-MLK-020,4,1/1/2024,11:57,65,STME
5235,BR-LPN-005,2,1/1/2024,9:33,60,STME
5236,SN-SCT-026,4,1/1/2024,12:04,60,STME
5237,SN-ATK-025,2,1/1/2024,9:50,60,SOL
5238,FV-FMJ-009,4,1/1/2024,15:05,100,SOC
5239,SN-BPB-022,3,1/1/2024,16:00,80,SOC
5240,BV-CSK-015,3,1/1/2024,12:18,85,SOL
5241,BR-LPN-005,5,1/1/2024,13:20,60,STME
5242,SN-ATK-025,4,1/1/2024,12:45,60,SOL
5243,BR-LPN-005,5,1/1/2024,14:52,60,SOC
5244,SN-TDM-008,3,1/1/2024,12:37,100,SOC
5245,FV-FMJ-009,3,1/1/2024,12:01,100,SOL
5246,SN-CBT-024,2,1/1/2024,10:33,100,SOL
5247,BR-AKC-002,3,1/1/2024,12:25,100,SOL
5248,BV-CCF-014,5,1/1/2024,11:12,85,STME
5249,BR-PLN-004,2,1/1/2024,13:07,40,SOL
5250,WR-CPW-031,2,1/1/2024,10:47,75,SOC
5251,FV-PPJ-010,2,1/1/2024,14:25,65,SOL
5252,BV-CSK-015,2,1/1/2024,9:31,85,STME
5253,BR-GRN-007,2,1/1/2024,16:21,60,SOL
5254,SN-BPB-022,4,1/1/2024,10:12,80,STME
5255,FV-FMJ-009,2,1/1/2024,12:14,100,STME
5256,BR-MKC-003,5,1/1/2024,9:21,120,SOL
5257,SN-BPB-022,2,1/1/2024,12:26,80,SOC
5258,MG-PLM-033,3,1/1/2024,11:16,35,SOC
5259,WR-VWP-030,2,1/1/2024,10:42,50,SOL
5260,BR-GRN-007,1,1/1/2024,10:13,60,SOC
5261,FV-FMJ-009,2,1/1/2024,16:25,100,SOL
5262,SN-MDS-039,2,1/1/2024,12:05,50,STME
5263,BV-CCF-014,2,1/1/2024,9:01,85,SOC
5264,FV-WMJ-011,4,1/1/2024,16:08,65,SOL
5265,SN-HCL-038,5,1/1/2024,16:00,85,SOL
5266,MG-PLM-033,4,1/1/2024,10:22,35,STME
5267,BR-PKC-001,1,1/1/2024,16:44,100,STME
5268,SN-CBT-024,1,1/1/2024,13:42,100,SOL
5269,BR-LPN-005,4,1/1/2024,14:40,60,SOL
5270,BR-LPN-005,2,1/1/2024,14:23,60,SOC
5271,WR-VWP-030,4,1/1/2024,13:36,50,STME
5272,FV-FLJ-012,3,1/1/2024,9:40,65,SOC
5273,BV-CCF-014,5,1/1/2024,10:20,85,SOC
5274,BV-BLC-029,2,1/1/2024,10:21,30,STME
5275,BV-MLK-020,3,1/1/2024,14:29,65,SOC
5276,SN-PBJ-021,3,1/1/2024,15:07,75,SOL
5277,BV-CFE-028,2,1/1/2024,15:08,25,SOC
5278,BV-MSK-019,3,1/1/2024,11:16,60,SOC
5279,SN-CBT-024,4,1/1/2024,15:14,100,SOC
5280,SN-VPV-037,3,1/1/2024,11:15,40,STME
5281,BR-PKC-001,5,1/1/2024,9:33,100,SOL
5282,BV-HCH-016,5,1/1/2024,14:27,50,SOL
5283,FV-FLJ-012,1,1/1/2024,10:24,65,STME
5284,FV-PPJ-010,2,1/1/2024,12:19,65,SOC
5285,SN-ATK-025,2,1/1/2024,9:48,60,SOL
5286,BR-LPN-005,2,1/1/2024,11:22,60,SOL
5287,BR-LPN-005,3,1/1/2024,11:10,60,SOC
5288,SN-SCT-026,2,1/1/2024,9:41,60,SOC
5289,BV-TEA-027,4,1/1/2024,9:17,20,STME
5290,SN-SCT-026,4,1/1/2024,13:50,60,STME
5291,SN-MDS-039,2,1/1/2024,13:52,50,SOL
5292,WR-VWP-030,3,1/1/2024,10:03,50,SOC
5293,FV-MMJ-013,3,1/1/2024,10:33,75,SOC
5294,MG-POM-035,4,1/1/2024,14:16,45,SOL
5295,WR-VWP-030,1,1/1/2024,11:52,50,SOL
5296,BV-CCF-014,5,1/1/2024,12:31,85,SOC
5297,BV-BSK-017,1,1/1/2024,13:02,50,SOL
5298,SN-BPB-022,4,1/1/2024,11:03,80,SOL
5299,FV-PPJ-010,2,1/1/2024,9:42,65,SOC
5300,SN-VPV-037,3,1/1/2024,10:04,40,STME
5301,FV-MMJ-013,5,1/1/2024,15:35,75,SOC
5302,BV-BSK-017,5,1/1/2024,12:29,50,SOC
5303,SN-CPB-023,3,1/1/2024,15:45,95,SOL
5304,BR-MKC-003,3,1/1/2024,10:25,120,SOL
5305,BR-BTN-006,1,1/1/2024,14:16,60,SOL
5306,FV-MMJ-013,2,1/1/2024,10:38,75,SOL
5307,SN-TDM-008,5,1/1/2024,14:41,100,SOL
5308,BR-GRN-007,1,1/1/2024,13:52,60,SOL
5309,SN-CBT-024,1,1/1/2024,12:42,100,SOL
5310,SN-PBJ-021,2,1/1/2024,15:40,75,STME
5311,BR-LPN-005,4,1/1/2024,10:40,60,SOC
5312,BV-BLC-029,3,1/1/2024,16:24,30,SOC
5313,MG-POM-035,4,1/1/2024,12:17,45,SOL
5314,FV-MMJ-013,5,1/1/2024,16:18,75,STME
5315,FV-PPJ-010,5,1/1/2024,14:07,65,SOC
5316,FV-WMJ-011,4,1/1/2024,16:36,65,SOC
5317,BR-PKC-001,2,1/1/2024,13:55,100,STME
5318,SN-CBT-024,1,1/1/2024,15:30,100,SOC
5319,SN-CBT-024,5,1/1/2024,14:12,100,SOL
5320,BR-GRN-007,5,1/1/2024,14:28,60,STME
5321,MG-PLM-033,4,1/1/2024,10:01,35,SOL
5322,BR-MKC-003,5,1/1/2024,10:37,120,STME
5323,BV-BLC-029,4,1/1/2024,10:54,30,SOL
5324,SN-PBJ-021,4,1/1/2024,12:12,75,SOC
5325,BR-GRN-007,4,1/1/2024,11:12,60,SOC
5326,FV-FMJ-009,3,1/1/2024,11:25,100,SOL
5327,FV-WMJ-011,4,1/1/2024,15:09,65,SOC
5328,SN-SCT-026,2,1/1/2024,9:08,60,STME
5329,BV-HCH-016,1,1/1/2024,12:34,50,SOL
5330,BV-BSK-017,1,1/1/2024,10:04,50,STME
5331,FV-MMJ-013,2,1/1/2024,11:59,75,SOC
5332,BR-AKC-002,2,1/1/2024,11:27,100,SOC
5333,SN-VPV-037,5,1/1/2024,11:16,40,SOC
5334,BV-MSK-019,3,1/1/2024,13:41,60,SOL
5335,WR-EGW-032,3,1/1/2024,10:46,100,SOL
5336,FV-MMJ-013,5,1/1/2024,9:32,75,SOC
5337,BR-PKC-001,1,1/1/2024,13:47,100,SOL
5338,BV-TEA-027,4,1/1/2024,12:21,20,SOL
5339,SN-VPV-037,5,1/1/2024,11:48,40,SOC
5340,BV-TEA-027,2,1/1/2024,11:30,20,SOL
5341,WR-CPW-031,2,1/1/2024,9:53,75,SOC
5342,MG-CHM-034,4,1/1/2024,13:31,55,SOC
5343,MG-POM-035,4,1/1/2024,15:38,45,STME
5344,BR-MKC-003,5,1/1/2024,14:10,120,STME
5345,SN-VPV-037,3,1/1/2024,11:59,40,SOC
5346,BV-BSK-017,3,1/1/2024,10:58,50,SOC
5347,MG-PLM-033,1,1/1/2024,14:38,35,SOC
5348,SN-SCT-026,2,1/1/2024,12:28,60,STME
5349,SN-VPV-037,5,1/1/2024,14:19,40,SOL
5350,SN-PBJ-021,4,1/1/2024,14:28,75,STME
5351,BV-HCH-016,1,1/1/2024,9:54,50,SOC
5352,BV-CFE-028,4,1/1/2024,9:38,25,SOC
5353,BV-CSK-015,3,1/1/2024,13:41,85,SOC
5354,BR-AKC-002,4,1/1/2024,12:45,100,SOL
5355,MG-POM-035,5,1/1/2024,16:28,45,SOL
5356,BR-PLN-004,1,1/1/2024,15:18,40,SOC
5357,BV-BLC-029,4,1/1/2024,14:43,30,STME
5358,BV-CCF-014,5,1/1/2024,10:10,85,STME
5359,SN-CBT-024,3,1/1/2024,13:11,100,STME
5360,SN-TDM-008,2,1/1/2024,14:42,100,STME
5361,SN-VPV-037,5,1/1/2024,12:57,40,STME
5362,BR-LPN-005,3,1/1/2024,15:54,60,SOC
5363,SN-SCT-026,1,1/1/2024,14:23,60,SOL
5364,SN-SCT-026,3,1/1/2024,9:21,60,SOL
5365,FV-FMJ-009,3,1/1/2024,11:58,100,SOC
5366,BV-MSK-019,4,1/1/2024,15:14,60,STME
5367,FV-FMJ-009,3,1/1/2024,14:36,100,SOL
5368,BR-GRN-007,2,1/1/2024,16:26,60,SOL
5369,FV-PPJ-010,5,1/1/2024,12:31,65,SOC
5370,WR-CPW-031,3,1/1/2024,14:39,75,STME
5371,BR-BTN-006,5,1/1/2024,15:32,60,STME
5372,BR-PKC-001,4,1/1/2024,14:51,100,SOC
5373,SN-ATK-025,5,1/1/2024,12:14,60,STME
5374,BV-CSK-015,5,1/1/2024,9:14,85,SOC
5375,FV-FMJ-009,2,1/1/2024,12:00,100,STME
5376,SN-BPB-022,2,1/1/2024,10:52,80,SOC
5377,BV-MSK-019,5,1/1/2024,11:47,60,STME
5378,WR-CPW-031,4,1/1/2024,15:49,75,SOC
5379,MG-CHM-034,5,1/1/2024,16:09,55,STME
5380,SN-CBT-024,3,1/1/2024,14:23,100,SOC
5381,WR-CPW-031,2,1/1/2024,12:28,75,SOC
5382,SN-CBT-024,1,1/1/2024,16:31,100,SOL
5383,BV-CCF-014,4,1/1/2024,11:13,85,SOL
5384,BR-MKC-003,3,1/1/2024,12:35,120,STME
5385,FV-FMJ-009,1,1/1/2024,9:22,100,SOL
5386,BR-PKC-001,3,1/1/2024,13:30,100,SOL
5387,BV-MLK-020,5,1/1/2024,10:00,65,STME
5388,BR-PKC-001,1,1/1/2024,13:54,100,STME
5389,BR-AKC-002,3,1/1/2024,16:54,100,STME
5390,FV-MMJ-013,2,1/1/2024,16:50,75,SOC
5391,BR-MKC-003,1,1/1/2024,10:49,120,SOL
5392,FV-WMJ-011,3,1/1/2024,9:52,65,STME
5393,SN-HCL-038,3,1/1/2024,10:29,85,STME
5394,MG-POM-035,2,1/1/2024,14:20,45,SOC
5395,BV-MSK-019,5,1/1/2024,11:29,60,SOC
5396,FV-MMJ-013,3,1/1/2024,11:39,75,SOL
5397,FV-FLJ-012,5,1/1/2024,10:40,65,SOC
5398,BV-CCF-014,2,1/1/2024,14:31,85,SOL
5399,WR-CPW-031,1,1/1/2024,16:56,75,SOC
5400,SN-BPB-022,3,1/2/2024,14:53,80,SOL
5401,SN-PBJ-021,2,1/2/2024,13:25,75,SOC
5402,SN-CPB-023,1,1/2/2024,12:01,95,STME
5403,BV-TEA-027,2,1/2/2024,15:02,20,SOC
5404,SN-TDM-008,2,1/2/2024,11:21,100,SOL
5405,WR-VWP-030,2,1/2/2024,15:43,50,SOL
5406,WR-CPW-031,3,1/2/2024,13:10,75,STME
5407,SN-CPB-023,1,1/2/2024,14:55,95,SOL
5408,BV-CSK-015,1,1/2/2024,13:18,85,SOC
5409,BR-PLN-004,2,1/2/2024,11:36,40,SOC
5410,SN-TDM-008,1,1/2/2024,14:07,100,SOC
5411,BV-CSK-015,4,1/2/2024,16:26,85,SOC
5412,MG-CHM-034,4,1/2/2024,15:24,55,SOC
5413,SN-PBJ-021,1,1/2/2024,10:50,75,STME
5414,BV-HCH-016,5,1/2/2024,9:06,50,SOL
5415,BV-SSK-018,2,1/2/2024,14:33,65,STME
5416,WR-VWP-030,2,1/2/2024,14:57,50,SOC
5417,BV-MLK-020,4,1/2/2024,17:00,65,SOL
5418,BV-BLC-029,2,1/2/2024,12:07,30,SOC
5419,MG-POM-035,3,1/2/2024,9:53,45,SOL
5420,SN-ATK-025,2,1/2/2024,15:45,60,STME
5421,BV-CFE-028,1,1/2/2024,15:57,25,STME
5422,BR-BTN-006,2,1/2/2024,14:59,60,STME
5423,FV-WMJ-011,4,1/2/2024,16:16,65,SOC
5424,SN-HCL-038,5,1/2/2024,15:17,85,SOC
5425,BV-MSK-019,3,1/2/2024,10:02,60,STME
5426,SN-ATK-025,5,1/2/2024,12:12,60,SOC
5427,BV-CFE-028,2,1/2/2024,12:00,25,SOC
5428,SN-CBT-024,4,1/2/2024,15:09,100,SOL
5429,SN-BPB-022,4,1/2/2024,13:21,80,SOL
5430,BV-TEA-027,2,1/2/2024,14:45,20,STME
5431,FV-WMJ-011,2,1/2/2024,15:53,65,STME
5432,MG-CHM-034,4,1/2/2024,16:47,55,SOL
5433,BR-AKC-002,5,1/2/2024,12:04,100,STME
5434,BR-LPN-005,3,1/2/2024,9:50,60,SOL
5435,BV-HCH-016,1,1/2/2024,14:27,50,SOL
5436,BR-PLN-004,5,1/2/2024,11:34,40,SOC
5437,FV-PPJ-010,4,1/2/2024,12:30,65,SOL
5438,WR-VWP-030,2,1/2/2024,11:47,50,STME
5439,BV-CFE-028,4,1/2/2024,16:12,25,SOC
5440,BV-MSK-019,1,1/2/2024,10:22,60,SOC
5441,FV-WMJ-011,1,1/2/2024,14:47,65,STME
5442,SN-HCL-038,1,1/2/2024,11:12,85,STME
5443,BR-PLN-004,4,1/2/2024,12:52,40,SOC
5444,BV-TEA-027,4,1/2/2024,13:41,20,STME
5445,SN-CPB-023,4,1/2/2024,11:50,95,SOL
5446,FV-FMJ-009,3,1/2/2024,16:51,100,SOL
5447,SN-SCT-026,4,1/2/2024,13:31,60,SOL
5448,FV-PPJ-010,5,1/2/2024,10:30,65,SOL
5449,SN-BPB-022,4,1/2/2024,13:32,80,SOL
5450,BV-CFE-028,1,1/2/2024,14:19,25,SOL
