Invoice No.,Stock Code,Quantity,Invoice Date,Invoice Time,Unit Price,Stream
7095,BV-CFE-028,1,2024-02-01,14:24,25,STME
7101,BR-MKC-003,1,2024-02-01,11:49,120,STME
7102,WR-CPW-031,1,2024-02-01,14:49,75,SOL
7106,SN-SCT-026,1,2024-02-01,16:43,60,STME
7115,WR-CPW-031,1,2024-02-01,15:44,75,SOL
7122,BR-PKC-001,1,2024-02-01,14:08,100,SOL
7128,BR-GRN-007,1,2024-02-01,15:27,60,STME
7135,WR-VWP-030,1,2024-02-01,13:29,50,SOC
7140,FV-FMJ-009,1,2024-02-01,15:50,100,SOC
7144,FV-FMJ-009,1,2024-02-01,12:52,100,STME
7148,SN-CBT-024,1,2024-02-01,10:01,100,SOC
7156,SN-ATK-025,1,2024-02-01,12:27,60,SOL
7157,FV-FMJ-009,1,2024-02-01,09:42,100,SOL
7164,WR-CPW-031,1,2024-02-01,09:56,75,STME
7172,MG-MOM-036,1,2024-02-01,15:23,55,SOC
7176,MG-PLM-033,1,2024-02-01,14:11,35,SOC
7182,MG-POM-035,1,2024-02-01,10:33,45,SOC
7187,BV-CSK-015,2,2024-02-01,10:40,85,STME
7192,BV-MLK-020,1,2024-02-01,09:48,65,SOL
7193,MG-POM-035,1,2024-02-01,10:20,45,SOC
7199,FV-WMJ-011,1,2024-02-01,12:59,65,SOC
7200,FV-WMJ-011,1,2024-02-01,10:51,65,STME
7205,SN-PBJ-021,1,2024-02-01,10:46,75,STME
7208,BV-SSK-018,1,2024-02-01,14:57,65,STME
7215,FV-PPJ-010,2,2024-02-01,09:39,65,STME
7219,WR-CPW-031,1,2024-02-01,16:07,75,STME
7221,BR-PLN-004,1,2024-02-01,11:03,40,STME
7230,BV-MLK-020,1,2024-02-01,09:01,65,STME
7231,SN-PBJ-021,1,2024-02-01,10:46,75,SOC
7236,BR-PLN-004,1,2024-02-01,15:04,40,SOL
7246,SN-HCL-038,1,2024-02-01,15:22,85,SOC
7256,BR-BTN-006,1,2024-02-01,10:49,60,SOL
7265,SN-TDM-008,1,2024-02-01,15:17,100,SOC
7274,BV-HCH-016,1,2024-02-01,10:19,50,STME
7283,SN-VPV-037,2,2024-02-01,14:38,40,STME
7293,BV-MSK-019,1,2024-02-01,14:10,60,STME
7296,SN-SCT-026,1,2024-02-01,13:06,60,STME
7306,SN-CPB-023,1,2024-02-01,14:16,95,SOL
7312,WR-EGW-032,1,2024-02-01,09:01,100,STME
7315,BV-BSK-017,1,2024-02-01,12:13,50,SOC
7325,BV-MSK-019,1,2024-02-01,16:08,60,STME
7331,BR-PKC-001,1,2024-02-01,09:41,100,STME
7340,BV-MSK-019,1,2024-02-01,11:30,60,STME
7350,BV-HCH-016,1,2024-02-01,13:33,50,SOC
7355,FV-MMJ-013,1,2024-02-01,13:32,75,STME
7359,SN-MDS-039,1,2024-02-01,12:50,50,SOL
7363,BV-MLK-020,1,2024-02-01,13:23,65,STME
7369,SN-HCL-038,1,2024-02-01,09:13,85,STME
7377,BV-BLC-029,1,2024-02-01,13:26,30,STME
7386,BV-BLC-029,1,2024-02-01,12:45,30,STME
7390,BV-MSK-019,1,2024-02-01,16:15,60,STME
7391,SN-PBJ-021,1,2024-02-01,10:28,75,SOL
7397,FV-FLJ-012,1,2024-02-01,14:18,65,STME
7401,SN-TDM-008,2,2024-02-01,13:31,100,STME
7406,BV-MSK-019,1,2024-02-01,13:20,60,SOL
7407,BR-LPN-005,1,2024-02-01,10:57,60,STME
7411,BR-GRN-007,3,2024-02-01,10:06,60,SOC
7413,BV-SSK-018,1,2024-02-01,16:55,65,STME
7421,SN-CBT-024,1,2024-02-01,10:51,100,STME
7428,FV-FLJ-012,1,2024-02-01,09:04,65,SOC
7438,BV-CSK-015,1,2024-02-01,16:36,85,SOL
7442,FV-WMJ-011,2,2024-02-01,14:11,65,SOC
7448,SN-ATK-025,1,2024-02-01,16:30,60,SOC
7452,SN-BPB-022,1,2024-02-01,15:29,80,SOL
7454,SN-CPB-023,2,2024-02-01,10:50,95,SOL
7464,SN-SCT-026,1,2024-02-01,09:57,60,SOL
7466,BV-MLK-020,1,2024-02-01,15:13,65,STME
7475,WR-CPW-031,1,2024-02-01,11:11,75,STME
7478,WR-EGW-032,1,2024-02-01,12:02,100,STME
7482,MG-POM-035,1,2024-02-01,09:09,45,SOL
7484,SN-CBT-024,1,2024-02-01,12:17,100,STME
7494,BV-CCF-014,1,2024-02-01,16:22,85,SOL
7503,SN-MDS-039,1,2024-02-01,16:10,50,STME
7513,FV-FLJ-012,1,2024-02-01,12:42,65,STME
7514,BV-SSK-018,1,2024-02-01,10:30,65,SOC
7517,SN-CPB-023,2,2024-02-01,15:01,95,SOC
7525,BV-MLK-020,1,2024-02-01,13:06,65,STME
7528,BR-LPN-005,2,2024-02-01,15:06,60,SOC
7531,BV-MSK-019,1,2024-02-01,11:06,60,SOC
7537,MG-MOM-036,1,2024-02-01,11:32,55,STME
7538,MG-PLM-033,1,2024-02-01,15:05,35,SOL
7548,BR-PLN-004,1,2024-02-01,09:31,40,STME
7557,SN-MDS-039,2,2024-02-01,13:08,50,STME
7565,BR-GRN-007,2,2024-02-01,15:32,60,STME
7569,BR-AKC-002,1,2024-02-01,16:40,100,SOL
7572,MG-CHM-034,2,2024-02-01,15:32,55,SOL
7582,BR-PLN-004,2,2024-02-01,16:23,40,SOC
7584,SN-VPV-037,3,2024-02-01,11:18,40,STME
7590,BR-BTN-006,1,2024-02-01,16:11,60,SOL
7600,BV-MLK-020,1,2024-02-01,14:39,65,STME
7604,BR-LPN-005,1,2024-02-01,12:44,60,STME
7613,BV-MLK-020,1,2024-02-01,10:53,65,SOL
7614,FV-FMJ-009,1,2024-02-01,13:03,100,SOL
7622,SN-TDM-008,1,2024-02-01,15:54,100,STME
7628,BV-TEA-027,2,2024-02-01,15:06,20,STME
7629,BR-AKC-002,1,2024-02-01,09:50,100,SOC
7639,BV-SSK-018,1,2024-02-01,13:38,65,SOL
7641,WR-CPW-031,1,2024-02-01,15:03,75,STME
7647,BR-LPN-005,1,2024-02-01,16:40,60,STME
7653,BR-MKC-003,1,2024-02-01,15:02,120,STME
7662,SN-PBJ-021,1,2024-02-01,13:13,75,SOC
7670,SN-PBJ-021,3,2024-02-01,16:37,75,STME
7671,WR-CPW-031,1,2024-02-01,10:41,75,SOL
7676,BV-CFE-028,2,2024-02-01,09:44,25,STME
7678,BR-PLN-004,1,2024-02-01,11:40,40,STME
7682,BR-PLN-004,1,2024-02-01,16:38,40,STME
7683,WR-VWP-030,2,2024-02-01,13:23,50,STME
7684,SN-CPB-023,1,2024-02-01,14:47,95,STME
7692,BV-CFE-028,2,2024-02-01,12:25,25,STME
7702,BV-CSK-015,1,2024-02-01,15:13,85,STME
7711,BR-BTN-006,1,2024-02-01,11:45,60,STME
7716,WR-CPW-031,1,2024-02-01,12:58,75,STME
7721,MG-MOM-036,1,2024-02-01,09:05,55,STME
7724,MG-PLM-033,1,2024-02-01,16:28,35,SOL
7730,BV-BLC-029,1,2024-02-01,16:36,30,SOL
7740,FV-FLJ-012,1,2024-02-01,09:18,65,SOC
7741,BV-MLK-020,1,2024-02-01,13:15,65,STME
7748,SN-TDM-008,1,2024-02-01,16:04,100,SOL
7758,BR-PKC-001,1,2024-02-01,16:27,100,STME
7763,FV-WMJ-011,1,2024-02-01,14:32,65,STME
7772,MG-CHM-034,1,2024-02-01,11:05,55,SOL
7773,SN-HCL-038,1,2024-02-01,09:15,85,STME
7779,BV-TEA-027,2,2024-02-01,12:56,20,STME
7784,BR-PLN-004,1,2024-02-01,14:48,40,SOL
7792,FV-FLJ-012,1,2024-02-01,12:18,65,SOL
7795,SN-MDS-039,1,2024-02-01,15:09,50,SOC
7799,BR-MKC-003,1,2024-02-01,16:26,120,STME
7805,SN-HCL-038,1,2024-02-01,13:27,85,SOL
7815,SN-PBJ-021,1,2024-02-01,10:15,75,SOL
7820,BV-HCH-016,1,2024-02-01,15:43,50,STME
7827,FV-FLJ-012,1,2024-02-01,14:24,65,SOL
7833,BR-LPN-005,2,2024-02-01,13:04,60,STME
7841,BR-LPN-005,3,2024-02-01,11:15,60,STME
7850,BR-MKC-003,2,2024-02-01,15:07,120,STME
7859,BR-AKC-002,1,2024-02-01,11:04,100,STME
7867,BR-LPN-005,2,2024-02-01,12:24,60,STME
7873,MG-POM-035,1,2024-02-01,09:53,45,SOC
7880,BV-CCF-014,2,2024-02-01,14:30,85,SOC
7883,MG-MOM-036,2,2024-02-01,14:07,55,SOL
7892,SN-HCL-038,1,2024-02-01,11:30,85,STME
7895,BV-HCH-016,1,2024-02-01,10:23,50,STME
7896,BV-CFE-028,2,2024-02-01,09:28,25,STME
7897,SN-CPB-023,1,2024-02-01,09:41,95,SOL
7907,BV-TEA-027,1,2024-02-01,09:00,20,SOL
7916,BV-BLC-029,1,2024-02-01,12:20,30,SOL
7923,MG-PLM-033,2,2024-02-01,13:15,35,STME
7933,FV-WMJ-011,1,2024-02-01,14:07,65,STME
7936,BR-AKC-002,1,2024-02-01,16:52,100,SOC
7942,FV-MMJ-013,1,2024-02-01,09:37,75,STME
7950,SN-PBJ-021,1,2024-02-01,09:42,75,STME
7956,SN-SCT-026,1,2024-02-01,11:57,60,SOC
7965,FV-FMJ-009,1,2024-02-01,15:05,100,STME
7967,SN-SCT-026,1,2024-02-01,12:43,60,SOC
7970,WR-CPW-031,1,2024-02-01,13:09,75,SOC
7972,SN-BPB-022,1,2024-02-01,12:53,80,SOC
7977,MG-POM-035,1,2024-02-01,16:41,45,STME
7981,SN-TDM-008,1,2024-02-01,10:59,100,SOL
7986,BV-CSK-015,1,2024-02-01,09:25,85,STME
7989,MG-CHM-034,1,2024-02-01,13:25,55,SOL
7998,SN-CPB-023,1,2024-02-01,13:58,95,SOC
8006,SN-SCT-026,1,2024-02-01,09:18,60,SOL
8007,BR-AKC-002,1,2024-02-01,16:17,100,SOC
8012,SN-SCT-026,1,2024-02-01,15:48,60,STME
8014,BR-MKC-003,1,2024-02-01,11:27,120,STME
8021,BV-BLC-029,1,2024-02-01,13:35,30,STME
8029,WR-VWP-030,1,2024-02-01,10:26,50,SOL
8034,BR-AKC-002,2,2024-02-01,11:04,100,STME
8043,BV-CSK-015,2,2024-02-01,14:19,85,STME
8049,MG-CHM-034,1,2024-02-01,13:34,55,STME
8055,SN-BPB-022,1,2024-02-01,14:40,80,SOC
8058,BV-SSK-018,1,2024-02-01,15:45,65,SOL
8061,SN-CBT-024,1,2024-02-01,12:12,100,SOL
8064,BV-MLK-020,1,2024-02-01,16:10,65,STME
8067,BR-GRN-007,1,2024-02-01,15:40,60,STME
8077,BR-AKC-002,3,2024-02-01,16:12,100,STME
8086,SN-CPB-023,1,2024-02-01,09:18,95,SOL
8088,SN-MDS-039,1,2024-02-01,12:32,50,STME
8095,BR-PKC-001,1,2024-02-01,15:35,100,SOL
8104,SN-CPB-023,1,2024-02-01,14:33,95,SOC
8111,SN-MDS-039,1,2024-02-01,09:42,50,STME
8120,BV-CSK-015,1,2024-02-01,14:59,85,SOL
8130,FV-FMJ-009,1,2024-02-01,16:47,100,SOL
8133,SN-BPB-022,1,2024-02-01,15:24,80,SOC
8139,BV-SSK-018,1,2024-02-01,16:30,65,SOC
8140,WR-EGW-032,1,2024-02-01,15:03,100,STME
8146,SN-MDS-039,1,2024-02-01,15:22,50,SOL
8149,BV-MSK-019,2,2024-02-01,15:54,60,SOL
8159,SN-ATK-025,2,2024-02-01,16:02,60,STME
8161,BV-BSK-017,1,2024-02-01,09:11,50,SOL
8170,BV-BSK-017,2,2024-02-01,11:58,50,STME
8179,BV-MLK-020,2,2024-02-01,15:08,65,SOC
8183,BV-SSK-018,3,2024-02-01,11:33,65,STME
8184,FV-FMJ-009,3,2024-02-01,09:29,100,SOC
8191,MG-POM-035,1,2024-02-01,14:32,45,STME
8196,BR-AKC-002,1,2024-02-01,09:58,100,SOL
8199,WR-VWP-030,2,2024-02-01,12:30,50,SOL
8209,BV-BLC-029,1,2024-02-01,15:16,30,STME
8216,MG-POM-035,1,2024-02-01,11:55,45,SOC
8221,SN-PBJ-021,1,2024-02-01,15:52,75,SOL
8225,SN-CBT-024,1,2024-02-01,09:30,100,SOC
8232,BV-CFE-028,1,2024-02-01,10:39,25,SOC
8239,MG-PLM-033,1,2024-02-01,13:39,35,SOL
8241,WR-VWP-030,1,2024-02-01,10:27,50,SOL
8245,FV-FMJ-009,1,2024-02-01,15:26,100,STME
8246,FV-FLJ-012,2,2024-02-01,09:45,65,STME
8248,MG-CHM-034,1,2024-02-01,15:12,55,STME
8250,SN-MDS-039,2,2024-02-01,14:12,50,STME
8258,BV-CCF-014,1,2024-02-01,10:13,85,SOL
8267,SN-CBT-024,1,2024-02-01,15:21,100,SOL
8269,BR-PKC-001,1,2024-02-01,12:03,100,STME
8270,BR-GRN-007,1,2024-02-01,15:29,60,SOL
8277,FV-PPJ-010,1,2024-02-01,09:16,65,STME
8285,BV-HCH-016,1,2024-02-01,10:40,50,SOL
8295,SN-ATK-025,1,2024-02-01,09:44,60,STME
8299,MG-PLM-033,1,2024-02-01,11:34,35,SOC
8305,BR-PKC-001,1,2024-02-01,16:39,100,STME
8313,SN-VPV-037,1,2024-02-01,14:14,40,STME
8318,BV-CSK-015,1,2024-02-01,12:03,85,STME
8326,SN-VPV-037,1,2024-02-01,15:39,40,SOC
8332,FV-FLJ-012,1,2024-02-01,12:03,65,SOL
8334,WR-VWP-030,1,2024-02-01,10:19,50,SOC
8344,FV-MMJ-013,1,2024-02-01,14:56,75,SOL
8353,WR-EGW-032,2,2024-02-01,15:08,100,SOC
8362,BV-CSK-015,1,2024-02-01,16:34,85,SOL
8363,MG-MOM-036,2,2024-02-01,14:13,55,STME
8365,MG-POM-035,2,2024-02-01,10:14,45,STME
8373,BV-BSK-017,1,2024-02-01,12:11,50,STME
8374,SN-VPV-037,1,2024-02-01,13:45,40,STME
8380,BR-BTN-006,1,2024-02-01,14:06,60,STME
8383,BV-CFE-028,2,2024-02-01,15:47,25,STME
8391,WR-VWP-030,2,2024-02-01,10:46,50,STME
8399,SN-MDS-039,2,2024-02-01,11:16,50,SOC
8409,SN-BPB-022,1,2024-02-01,09:38,80,STME
8413,BR-BTN-006,2,2024-02-01,16:48,60,SOL
8418,FV-MMJ-013,1,2024-02-01,15:45,75,SOL
8424,WR-VWP-030,2,2024-02-01,16:33,50,STME
8425,MG-POM-035,1,2024-02-02,09:28,45,SOC
8431,BV-CFE-028,1,2024-02-02,10:57,25,STME
8436,BV-CSK-015,1,2024-02-02,11:58,85,STME
8439,FV-MMJ-013,1,2024-02-02,11:49,75,SOC
8443,BR-GRN-007,1,2024-02-02,09:34,60,STME
8453,BV-CCF-014,1,2024-02-02,15:50,85,SOL
8454,SN-TDM-008,1,2024-02-02,14:46,100,SOL
8457,FV-MMJ-013,1,2024-02-02,13:48,75,STME
8466,BV-HCH-016,1,2024-02-02,11:06,50,STME
8474,SN-ATK-025,1,2024-02-02,14:46,60,STME
8482,FV-FMJ-009,1,2024-02-02,10:26,100,STME
8488,SN-HCL-038,2,2024-02-02,11:38,85,SOL
8497,BV-HCH-016,1,2024-02-02,12:19,50,STME
8498,BR-BTN-006,1,2024-02-02,10:07,60,SOC
8499,BR-LPN-005,1,2024-02-02,13:56,60,STME
8504,MG-POM-035,1,2024-02-02,12:49,45,STME
8506,SN-TDM-008,1,2024-02-02,16:21,100,STME
8515,WR-CPW-031,1,2024-02-02,11:31,75,SOC
8523,BV-CFE-028,1,2024-02-02,15:42,25,SOL
8527,SN-ATK-025,1,2024-02-02,13:14,60,SOL
8529,BV-MSK-019,1,2024-02-02,12:52,60,SOC
8535,MG-MOM-036,1,2024-02-02,14:15,55,STME
8541,BV-BLC-029,1,2024-02-02,15:53,30,SOC
8550,WR-VWP-030,1,2024-02-02,16:16,50,STME
8557,SN-CPB-023,2,2024-02-02,16:36,95,STME
8560,SN-MDS-039,1,2024-02-02,15:21,50,SOL
8567,FV-MMJ-013,1,2024-02-02,10:51,75,SOL
8571,BR-PLN-004,1,2024-02-02,11:57,40,SOL
8573,BR-MKC-003,1,2024-02-02,16:56,120,SOC
8574,SN-PBJ-021,1,2024-02-02,16:16,75,STME
8582,BV-BSK-017,1,2024-02-02,16:50,50,SOC
8585,BV-CFE-028,1,2024-02-02,10:28,25,STME
8594,SN-SCT-026,1,2024-02-02,11:52,60,SOC
8599,WR-EGW-032,1,2024-02-02,09:44,100,STME
8603,SN-SCT-026,1,2024-02-02,15:30,60,STME
